year,survey,name,creator,version,link
1993,vpcpce_czechpublic,Values and Political Change in Post-Communist Europe,"Heywood, P., University of Glasgow, Department of Politics; Miller, W. L., University of Strathclyde, Department of Politics; White, S., University of Glasgow, Department of Politics",e1,https://beta.ukdataservice.ac.uk/datacatalogue/studies/study?id=4129
1993,vpcpce_hungarianpublic,Values and Political Change in Post-Communist Europe,"Heywood, P., University of Glasgow, Department of Politics; Miller, W. L., University of Strathclyde, Department of Politics; White, S., University of Glasgow, Department of Politics",e1,https://beta.ukdataservice.ac.uk/datacatalogue/studies/study?id=4129
1993,vpcpce_russianpublic,Values and Political Change in Post-Communist Europe,"Heywood, P., University of Glasgow, Department of Politics; Miller, W. L., University of Strathclyde, Department of Politics; White, S., University of Glasgow, Department of Politics",e1,https://beta.ukdataservice.ac.uk/datacatalogue/studies/study?id=4129
1993,vpcpce_slovakianpublic,Values and Political Change in Post-Communist Europe,"Heywood, P., University of Glasgow, Department of Politics; Miller, W. L., University of Strathclyde, Department of Politics; White, S., University of Glasgow, Department of Politics",e1,https://beta.ukdataservice.ac.uk/datacatalogue/studies/study?id=4129
1993,vpcpce_ukrainianpublic,Values and Political Change in Post-Communist Europe,"Heywood, P., University of Glasgow, Department of Politics; Miller, W. L., University of Strathclyde, Department of Politics; White, S., University of Glasgow, Department of Politics",e1,https://beta.ukdataservice.ac.uk/datacatalogue/studies/study?id=4129
1981,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw510.jsp
1982,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw511.jsp
1984,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw512.jsp
1989,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw513.jsp
1990,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw514.jsp
1991,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw515.jsp
1995,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw516.jsp
1996,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw517.jsp
1997,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw518.jsp
1998,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw519.jsp
1999,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw520.jsp
2000,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw521.jsp
2001,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw522.jsp
2002,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw523.jsp
2003,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw524.jsp
2004,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw525.jsp
2005,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw526.jsp
2006,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw527.jsp
2007,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw528.jsp
2008,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw529.jsp
2009,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw530.jsp
2010,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw531.jsp
2011,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw532.jsp
2012,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw533.jsp
2013,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw534.jsp
2014,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw535.jsp
2016,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw536.jsp
2020,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw537.jsp
2017,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw538.jsp
2018,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw539.jsp
2019,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw540.jsp
2020,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw541.jsp
2021,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw542.jsp
2022,wvs_combo,World Values Survey TimeSeries 1981-2022 ,"﻿Inglehart, R., Haerpfer, C., Moreno, A., Welzel, C., Kizilova, K., Diez-Medrano J., M. Lagos, P. Norris, E. Ponarin, B. Puranen",v3.0,https://www.worldvaluessurvey.org/w5SDocumentationw543.jsp
1989,cispol1989,CIS Cultura Política 1989,CIS,v1788,https://www.cis.es/detalle-ficha-estudio?origen=estudio&idEstudio=780
2004,feb162,Flash Eurobarometer 162,"Soufflot de Magny, Renaud, Debyser, Ariane",v1.0.0,https://search.gesis.org/research_data/ZA4186
